Year,Team,Win,Loss,PF,PA,PD,AvgPF,AvgPA,Attendance
2009,Illinois,2,4,182,163,19,30.3333333333333,27.1666666666667,59544.5
2009,Indiana,3,3,132,148,-16,22,24.6666666666667,41832.8333333333
2009,Michigan State,4,2,170,108,62,28.3333333333333,18,74494.1666666667
2009,Northwestern,5,2,189,172,17,27,24.5714285714286,24190.2857142857
2009,Penn State,6,1,200,67,133,28.5714285714286,9.57142857142857,106678.571428571
2009,Wisconsin,5,0,192,88,104,38.4,17.6,79873.6
2010,Illinois,4,2,197,110,87,32.8333333333333,18.3333333333333,54187.6666666667
2010,Indiana,3,3,187,151,36,31.1666666666667,25.1666666666667,41953
2010,Michigan State,7,0,243,121,122,34.7142857142857,17.2857142857143,73556.2857142857
2010,Northwestern,3,2,132,100,32,26.4,20,35527.6
2010,Penn State,5,2,201,140,61,28.7142857142857,20,104233.714285714
2010,Wisconsin,7,0,342,120,222,48.8571428571429,17.1428571428571,79862.1428571429
2011,Illinois,5,3,205,163,42,25.625,20.375,50708.5
2011,Indiana,1,5,162,204,-42,27,34,41380.3333333333
2011,Michigan State,7,0,268,85,183,38.2857142857143,12.1428571428571,74077.8571428572
2011,Nebraska,5,1,216,132,84,36,22,85212.6666666667
2011,Northwestern,3,3,163,147,16,27.1666666666667,24.5,33441.5
2011,Penn State,5,2,146,85,61,20.8571428571429,12.1428571428571,101325.857142857
2011,Wisconsin,6,0,311,58,253,51.8333333333333,9.66666666666667,79551.3333333333
2012,Illinois,2,5,136,162,-26,19.4285714285714,23.1428571428571,45564.2857142857
2012,Indiana,2,4,177,224,-47,29.5,37.3333333333333,44802.1666666667
2012,Michigan State,2,4,103,108,-5,17.1666666666667,18,76243.3333333333
2012,Nebraska,7,0,287,113,174,41,16.1428571428571,85516.7142857143
2012,Penn State,5,2,203,150,53,29,21.4285714285714,96729.7142857143
2012,Wisconsin,5,2,175,125,50,25,17.8571428571429,80005.5714285714
2013,Illinois,3,4,241,260,-19,34.4285714285714,37.1428571428572,43786.5714285714
2013,Indiana,5,3,369,268,101,46.125,33.5,44352.875
2013,Michigan State,7,0,201,73,128,28.7142857142857,10.4285714285714,72327.7142857143
2013,Nebraska,5,3,284,230,54,35.5,28.75,90933.25
2013,Penn State,4,2,199,102,97,33.1666666666667,17,94704.6666666667
2013,Wisconsin,6,1,271,67,204,38.7142857142857,9.57142857142857,78911.1428571429
2014,Illinois,5,2,197,192,5,28.1428571428571,27.4285714285714,41548.8571428571
2014,Indiana,3,3,139,156,-17,23.1666666666667,26,41656.8333333333
2014,Michigan State,6,1,318,120,198,45.4285714285714,17.1428571428571,74680.7142857143
2014,Nebraska,6,1,273,142,131,39,20.2857142857143,91249.1428571429
2014,Penn State,3,3,134,106,28,22.3333333333333,17.6666666666667,100577.166666667
2014,Rutgers,4,2,150,128,22,25,21.3333333333333,50631.8333333333
2014,Wisconsin,6,0,256,89,167,42.6666666666667,14.8333333333333,79350.5
2015,Illinois,4,2,153,93,60,25.5,15.5,42647.1666666667
2015,Indiana,3,3,228,228,0,38,38,43439.6666666667
2015,Michigan State,7,0,251,129,122,35.8571428571429,18.4285714285714,74661.1428571429
2015,Nebraska,3,4,220,189,31,31.4285714285714,27,89997.5714285714
2015,Penn State,6,1,196,87,109,28,12.4285714285714,99798.5714285714
2015,Rutgers,2,5,210,221,-11,30,31.5714285714286,47723
2015,Wisconsin,5,2,199,43,156,28.4285714285714,6.14285714285714,78014.1428571429
2016,Illinois,2,5,164,214,-50,23.4285714285714,30.5714285714286,45635
2016,Indiana,4,3,203,206,-3,29,29.4285714285714,43027.1428571429
2016,Michigan State,2,5,176,177,-1,25.1428571428571,25.2857142857143,74666.5714285714
2016,Nebraska,7,0,240,113,127,34.2857142857143,16.1428571428571,90200.2857142857
2016,Penn State,7,0,244,127,117,34.8571428571429,18.1428571428571,100257.142857143
2016,Rutgers,2,5,130,230,-100,18.5714285714286,32.8571428571429,44804.1428571429
2016,Wisconsin,5,1,202,94,108,33.6666666666667,15.6666666666667,79357.3333333333
2017,Illinois,2,5,105,181,-76,15,25.8571428571429,39416.1428571429
2017,Indiana,3,3,178,138,40,29.6666666666667,23,43952.5
2017,Michigan State,6,1,159,112,47,22.7142857142857,16,72485.4285714286
2017,Nebraska,2,5,156,255,-99,22.2857142857143,36.4285714285714,89797.5714285714
2017,Penn State,6,0,277,78,199,46.1666666666667,13,106020.5
2017,Rutgers,3,4,144,178,-34,20.5714285714286,25.4285714285714,39784.8571428571
2017,Wisconsin,7,0,240,94,146,34.2857142857143,13.4285714285714,78823.7142857143
2018,Illinois,3,3,151,241,-90,25.1666666666667,40.1666666666667,36151.1666666667
2018,Indiana,3,4,178,196,-18,25.4285714285714,28,40964.7142857143
2018,Michigan State,4,3,138,150,-12,19.7142857142857,21.4285714285714,72584
2018,Nebraska,4,2,208,144,64,34.6666666666667,24,88897.8333333333
2018,Penn State,5,2,241,133,108,34.4285714285714,19,105485.142857143
2018,Wisconsin,5,2,236,139,97,33.7142857142857,19.8571428571429,77153.1428571429
2000,Alabama,2,0,72,24,48,36,12,83818
2000,Arkansas,5,2,201,137,64,28.7142857142857,19.5714285714286,50778.8571428571
2000,Ole Miss,5,1,234,152,82,39,25.3333333333333,47309
2001,Alabama,2,3,117,117,0,23.4,23.4,83818
2001,Arkansas,6,0,159,94,65,26.5,15.6666666666667,59077.3333333333
2002,Alabama,4,2,155,79,76,25.8333333333333,13.1666666666667,83151.3333333333
2002,Arkansas,6,2,228,141,87,28.5,17.625,60752.375
2002,Ole Miss,5,1,214,117,97,35.6666666666667,19.5,56563.3333333333
2003,Alabama,2,3,76,86,-10,15.2,17.2,83818
2003,Arkansas,5,2,235,95,140,33.5714285714286,13.5714285714286,63588
2003,Ole Miss,5,1,264,138,126,44,23,55501.5
2004,Alabama,5,1,188,61,127,31.3333333333333,10.1666666666667,81545.6666666667
2004,Arkansas,4,2,202,109,93,33.6666666666667,18.1666666666667,64876
2004,Ole Miss,3,3,118,123,-5,19.6666666666667,20.5,58372.8333333333
2005,Alabama,6,1,165,66,99,23.5714285714286,9.42857142857143,81018
2005,Arkansas,3,3,188,118,70,31.3333333333333,19.6666666666667,63678.3333333333
2005,Ole Miss,2,3,81,79,2,16.2,15.8,53161
2006,Alabama,6,2,204,120,84,25.5,15,92138
2006,Arkansas,5,2,236,115,121,33.7142857142857,16.4285714285714,68562
2006,Ole Miss,2,3,74,99,-25,14.8,19.8,54246.8
2007,Alabama,4,3,235,173,62,33.5714285714286,24.7142857142857,92138
2007,Arkansas,6,2,333,176,157,41.625,22,66032.5
2007,Ole Miss,2,3,119,143,-24,23.8,28.6,45404.2
2008,Alabama,7,0,205,54,151,29.2857142857143,7.71428571428571,92138
2008,Arkansas,3,3,131,187,-56,21.8333333333333,31.1666666666667,68739.6666666667
2008,Ole Miss,5,1,220,72,148,36.6666666666667,12,53292.5
2009,Alabama,7,0,229,59,170,32.7142857142857,8.42857142857143,92012
2009,Arkansas,6,1,327,169,158,46.7142857142857,24.1428571428571,65111.8571428572
2009,Ole Miss,5,1,213,89,124,35.5,14.8333333333333,54769.3333333333
2010,Alabama,6,1,246,67,179,35.1428571428571,9.57142857142857,101821
2010,Arkansas,6,1,271,116,155,38.7142857142857,16.5714285714286,67042.2857142857
2010,Ole Miss,2,3,165,183,-18,33,36.6,56475.4
2011,Alabama,6,1,249,57,192,35.5714285714286,8.14285714285714,101909
2011,Arkansas,7,0,316,104,212,45.1428571428572,14.8571428571429,66990.4285714286
2011,Ole Miss,1,5,106,173,-67,17.6666666666667,28.8333333333333,55922.6666666667
2012,Alabama,6,1,268,57,211,38.2857142857143,8.14285714285714,101721.714285714
2012,Arkansas,3,4,187,187,0,26.7142857142857,26.7142857142857,67718.8571428572
2012,Missouri,3,4,191,173,18,27.2857142857143,24.7142857142857,67476.1428571429
2012,Ole Miss,3,3,202,184,18,33.6666666666667,30.6666666666667,57065.6666666667
2012,Texas A&M,3,2,212,115,97,42.4,23,87128.2
2013,Alabama,7,0,285,36,249,40.7142857142857,5.14285714285714,101505.428571429
2013,Arkansas,3,4,163,194,-31,23.2857142857143,27.7142857142857,61596.2857142857
2013,Missouri,6,0,232,97,135,38.6666666666667,16.1666666666667,62901.3333333333
2013,Ole Miss,4,2,223,137,86,37.1666666666667,22.8333333333333,59098.3333333333
2013,Texas A&M,6,2,406,238,168,50.75,29.75,87125.375
2014,Alabama,6,0,281,111,170,46.8333333333333,18.5,101738.333333333
2014,Arkansas,5,2,262,97,165,37.4285714285714,13.8571428571429,64869
2014,Ole Miss,6,1,247,90,157,35.2857142857143,12.8571428571429,61547
2014,Texas A&M,3,3,196,121,75,32.6666666666667,20.1666666666667,105122.5
2015,Alabama,6,1,240,103,137,34.2857142857143,14.7142857142857,101285.142857143
2015,Arkansas,2,3,197,143,54,39.4,28.6,65355
2015,Missouri,3,3,91,90,1,15.1666666666667,15,65120
2015,Ole Miss,5,1,303,99,204,50.5,16.5,60441.6666666667
2015,Texas A&M,5,2,239,179,60,34.1428571428571,25.5714285714286,103622
2016,Alabama,7,0,265,48,217,37.8571428571429,6.85714285714286,101821
2016,Arkansas,5,2,220,160,60,31.4285714285714,22.8571428571429,69581
2016,Missouri,4,3,287,176,111,41,25.1428571428571,52235.8571428572
2016,Ole Miss,4,3,260,225,35,37.1428571428572,32.1428571428572,64909.7142857143
2016,Texas A&M,4,2,240,127,113,40,21.1666666666667,101195
2017,Alabama,5,0,207,49,158,41.4,9.8,101821
2017,Arkansas,3,3,178,177,1,29.6666666666667,29.5,63006.6666666667
2017,Missouri,4,3,265,214,51,37.8571428571429,30.5714285714286,51489.8571428572
2017,Texas A&M,4,3,208,170,38,29.7142857142857,24.2857142857143,98801.7142857143
2018,Alabama,7,0,323,92,231,46.1428571428572,13.1428571428571,101561.571428571
2018,Arkansas,2,4,174,198,-24,29,33,61291.3333333333
2018,Missouri,5,2,270,146,124,38.5714285714286,20.8571428571429,51465.8571428572
2018,Texas A&M,5,1,232,103,129,38.6666666666667,17.1666666666667,99567.8333333333
2000,Baylor,1,5,83,205,-122,13.8333333333333,34.1666666666667,28910.3333333333
2000,Colorado,1,4,113,145,-32,22.6,29,49991.6
2000,Iowa State,4,2,173,153,20,28.8333333333333,25.5,42020.3333333333
2000,Kansas,3,3,156,183,-27,26,30.5,32216.6666666667
2000,Kansas State,6,1,329,122,207,47,17.4285714285714,50260
2000,Missouri,2,4,143,137,6,23.8333333333333,22.8333333333333,53550
2000,Nebraska,6,0,282,99,183,47,16.5,77878.1666666667
2000,Oklahoma,6,0,234,78,156,39,13,75074.8333333333
2000,Texas A&M,4,2,205,106,99,34.1666666666667,17.6666666666667,77578.5
2001,Baylor,3,4,154,226,-72,22,32.2857142857143,30743.7142857143
2001,Colorado,5,1,231,136,95,38.5,22.6666666666667,47474.6666666667
2001,Iowa State,4,2,161,110,51,26.8333333333333,18.3333333333333,45172.3333333333
2001,Kansas,1,3,85,127,-42,21.25,31.75,42050
2001,Kansas State,4,2,198,63,135,33,10.5,48540.8333333333
2001,Missouri,2,4,127,141,-14,21.1666666666667,23.5,52556.1666666667
2001,Nebraska,8,0,278,110,168,34.75,13.75,77804.5
2001,Oklahoma,6,1,251,117,134,35.8571428571429,16.7142857142857,75383.8571428572
2001,Texas A&M,5,1,130,86,44,21.6666666666667,14.3333333333333,82711.3333333333
2002,Baylor,3,3,141,203,-62,23.5,33.8333333333333,28018.3333333333
2002,Colorado,5,1,184,125,59,30.6666666666667,20.8333333333333,49219.3333333333
2002,Iowa State,6,1,274,124,150,39.1428571428571,17.7142857142857,43961.1428571429
2002,Kansas,1,5,131,282,-151,21.8333333333333,47,36083.3333333333
2002,Kansas State,7,1,371,82,289,46.375,10.25,48081.75
2002,Missouri,3,3,180,136,44,30,22.6666666666667,52723.1666666667
2002,Nebraska,6,2,267,128,139,33.375,16,77801.875
2002,Oklahoma,6,0,272,70,202,45.3333333333333,11.6666666666667,75103.5
2002,Texas A&M,3,3,173,135,38,28.8333333333333,22.5,80533.8333333333
2003,Baylor,3,4,133,223,-90,19,31.8571428571429,29851.4285714286
2003,Colorado,3,3,155,189,-34,25.8333333333333,31.5,50429.6666666667
2003,Iowa State,2,5,122,252,-130,17.4285714285714,36,44822.2857142857
2003,Kansas,5,2,209,124,85,29.8571428571429,17.7142857142857,38750.1428571429
2003,Kansas State,7,1,307,103,204,38.375,12.875,47109.75
2003,Missouri,6,0,271,124,147,45.1666666666667,20.6666666666667,55832.6666666667
2003,Nebraska,6,1,181,74,107,25.8571428571429,10.5714285714286,77753.7142857143
2003,Oklahoma,7,0,352,80,272,50.2857142857143,11.4285714285714,83201.8571428572
2003,Texas A&M,4,3,223,201,22,31.8571428571429,28.7142857142857,76243.2857142857
2004,Baylor,3,3,131,156,-25,21.8333333333333,26,30586.3333333333
2004,Colorado,3,2,130,139,-9,26,27.8,47046.8
2004,Iowa State,4,2,135,126,9,22.5,21,41517.6666666667
2004,Kansas,3,3,189,133,56,31.5,22.1666666666667,41066.5
2004,Kansas State,3,4,202,202,0,28.8571428571429,28.8571428571429,48204.7142857143
2004,Missouri,3,3,172,115,57,28.6666666666667,19.1666666666667,59570.6666666667
2004,Nebraska,4,2,190,102,88,31.6666666666667,17,77692.1666666667
2004,Oklahoma,6,0,233,70,163,38.8333333333333,11.6666666666667,84531.5
2004,Texas A&M,5,1,196,129,67,32.6666666666667,21.5,74498
2005,Baylor,2,3,106,171,-65,21.2,34.2,38898.6
2005,Colorado,5,0,196,73,123,39.2,14.6,49524.2
2005,Iowa State,5,1,180,90,90,30,15,46705.3333333333
2005,Kansas,4,0,113,44,69,28.25,11,41868.75
2005,Kansas State,4,2,185,112,73,30.8333333333333,18.6666666666667,45961.1666666667
2005,Missouri,4,2,206,181,25,34.3333333333333,30.1666666666667,53363.5
2005,Nebraska,5,1,148,95,53,24.6666666666667,15.8333333333333,77493.1666666667
2005,Oklahoma,4,1,162,97,65,32.4,19.4,84505.6
2005,Texas A&M,4,2,231,157,74,38.5,26.1666666666667,79731.5
2006,Baylor,3,4,158,159,-1,22.5714285714286,22.7142857142857,37079.8571428572
2006,Colorado,2,3,97,96,1,19.4,19.2,45844.2
2006,Iowa State,4,3,160,207,-47,22.8571428571429,29.5714285714286,46171
2006,Kansas State,6,2,208,154,54,26,19.25,46693.375
2006,Nebraska,4,1,220,71,149,44,14.2,84862.4
2006,Oklahoma,5,0,178,49,129,35.6,9.8,84410.6
2006,Texas A&M,4,3,226,119,107,32.2857142857143,17,75984.8571428572
2007,Baylor,2,4,130,201,-71,21.6666666666667,33.5,34381
2007,Colorado,2,3,99,114,-15,19.8,22.8,50329.6
2007,Iowa State,3,4,114,181,-67,16.2857142857143,25.8571428571429,49461.8571428572
2007,Kansas,7,0,393,79,314,56.1428571428572,11.2857142857143,46784.4285714286
2007,Kansas State,4,2,249,136,113,41.5,22.6666666666667,47382.6666666667
2007,Missouri,6,0,254,111,143,42.3333333333333,18.5,60232.1666666667
2007,Nebraska,4,3,260,228,32,37.1428571428572,32.5714285714286,84500.8571428572
2007,Oklahoma,7,0,368,109,259,52.5714285714286,15.5714285714286,84857.8571428572
2007,Texas A&M,5,1,199,103,96,33.1666666666667,17.1666666666667,83254.6666666667
2008,Baylor,4,3,230,175,55,32.8571428571429,25,34121.4285714286
2008,Colorado,4,2,121,143,-22,20.1666666666667,23.8333333333333,49476.3333333333
2008,Iowa State,2,4,187,216,-29,31.1666666666667,36,47428.5
2008,Kansas,5,2,217,157,60,31,22.4285714285714,50907.2857142857
2008,Kansas State,4,3,288,255,33,41.1428571428572,36.4285714285714,45189.5714285714
2008,Missouri,5,1,285,93,192,47.5,15.5,64518.3333333333
2008,Nebraska,6,2,284,216,68,35.5,27,85070.5
2008,Oklahoma,5,0,271,87,184,54.2,17.4,85041.4
2008,Texas A&M,2,5,165,246,-81,23.5714285714286,35.1428571428571,82193
2009,Baylor,2,4,151,159,-8,25.1666666666667,26.5,36306.1666666667
2009,Colorado,3,2,127,123,4,25.4,24.6,49542
2009,Iowa State,4,2,117,116,1,19.5,19.3333333333333,46242.1666666667
2009,Kansas,4,2,199,149,50,33.1666666666667,24.8333333333333,50581.3333333333
2009,Kansas State,5,1,181,92,89,30.1666666666667,15.3333333333333,46763.1666666667
2009,Missouri,3,3,164,164,0,27.3333333333333,27.3333333333333,64119.8333333333
2009,Nebraska,5,2,186,58,128,26.5714285714286,8.28571428571429,85888
2009,Oklahoma,6,0,276,47,229,46,7.83333333333333,84778.3333333333
2009,Texas A&M,5,2,278,153,125,39.7142857142857,21.8571428571429,76800.2857142857
2010,Baylor,4,2,224,153,71,37.3333333333333,25.5,40043.1666666667
2010,Colorado,4,2,187,148,39,31.1666666666667,24.6666666666667,46862
2010,Iowa State,4,3,191,177,14,27.2857142857143,25.2857142857143,45395.2857142857
2010,Kansas,3,4,156,244,-88,22.2857142857143,34.8571428571429,44850.7142857143
2010,Kansas State,4,2,162,145,17,27,24.1666666666667,49816.1666666667
2010,Missouri,6,0,228,98,130,38,16.3333333333333,61540
2010,Nebraska,6,1,213,87,126,30.4285714285714,12.4285714285714,85664
2010,Oklahoma,6,0,245,82,163,40.8333333333333,13.6666666666667,84737.6666666667
2010,Texas A&M,6,1,219,125,94,31.2857142857143,17.8571428571429,82476.8571428572
2011,Baylor,6,0,290,206,84,48.3333333333333,34.3333333333333,42080.6666666667
2011,Iowa State,2,2,64,99,-35,16,24.75,53442
2011,Kansas,2,4,190,249,-59,31.6666666666667,41.5,42283
2011,Kansas State,5,1,154,140,14,25.6666666666667,23.3333333333333,49500.8333333333
2011,Missouri,5,1,210,100,110,35,16.6666666666667,62095.1666666667
2011,Oklahoma,5,1,252,120,132,42,20,85161.1666666667
2011,Texas A&M,4,3,284,151,133,40.5714285714286,21.5714285714286,87183.2857142857
2012,Baylor,5,1,262,168,94,43.6666666666667,28,41194.1666666667
2012,Iowa State,3,4,188,164,24,26.8571428571429,23.4285714285714,55273.8571428572
2012,Kansas,1,5,115,154,-39,19.1666666666667,25.6666666666667,41328.5
2012,Kansas State,7,0,335,137,198,47.8571428571429,19.5714285714286,50277.5714285714
2012,Oklahoma,4,2,246,156,90,41,26,85243.3333333333
2012,West Virginia,2,1,153,152,1,51,50.6666666666667,59744.3333333333
2013,Baylor,7,0,424,94,330,60.5714285714286,13.4285714285714,45948.4285714286
2013,Iowa State,1,5,149,165,-16,24.8333333333333,27.5,55360.8333333333
2013,Kansas,3,4,134,221,-87,19.1428571428571,31.5714285714286,37883.8571428571
2013,Kansas State,5,3,271,184,87,33.875,23,52878.875
2013,Oklahoma,6,0,207,84,123,34.5,14,84722.3333333333
2014,Baylor,6,0,323,133,190,53.8333333333333,22.1666666666667,46709.5
2014,Iowa State,1,6,176,275,-99,25.1428571428571,39.2857142857143,52196.7142857143
2014,Kansas,3,3,142,136,6,23.6666666666667,22.6666666666667,34077
2014,Kansas State,6,1,294,104,190,42,14.8571428571429,53080.7142857143
2014,Oklahoma,3,3,205,150,55,34.1666666666667,25,85162
2014,West Virginia,0,2,53,71,-18,26.5,35.5,54795.5
2015,Baylor,4,2,294,180,114,49,30,46160
2015,Iowa State,3,3,162,131,31,27,21.8333333333333,56518.8333333333
2015,Kansas,0,7,109,348,-239,15.5714285714286,49.7142857142857,27281.7142857143
2015,Kansas State,3,3,165,196,-31,27.5,32.6666666666667,53026.3333333333
2015,Oklahoma,6,0,282,137,145,47,22.8333333333333,85356.5
2016,Baylor,4,2,222,155,67,37,25.8333333333333,45838.1666666667
2016,Iowa State,2,5,241,204,37,34.4285714285714,29.1428571428571,52557
2016,Kansas,2,4,167,163,4,27.8333333333333,27.1666666666667,26161.5
2016,Kansas State,3,0,113,57,56,37.6666666666667,19,51954.3333333333
2016,Oklahoma,5,1,260,126,134,43.3333333333333,21,86857
2016,West Virginia,4,0,115,58,57,28.75,14.5,59966.75
2017,Baylor,0,6,152,213,-61,25.3333333333333,35.5,43829.6666666667
2017,Iowa State,3,3,191,141,50,31.8333333333333,23.5,57931
2017,Kansas,1,6,150,291,-141,21.4285714285714,41.5714285714286,26641.4285714286
2017,Kansas State,4,3,227,161,66,32.4285714285714,23,51196.7142857143
2017,Oklahoma,5,1,289,137,152,48.1666666666667,22.8333333333333,86519.8333333333
2017,West Virginia,3,0,161,71,90,53.6666666666667,23.6666666666667,56402.3333333333
2018,Baylor,4,2,189,128,61,31.5,21.3333333333333,41336.1666666667
2018,Iowa State,6,1,220,171,49,31.4285714285714,24.4285714285714,56010.2857142857
2018,Kansas,2,4,153,165,-12,25.5,27.5,19424
2018,Kansas State,5,2,165,126,39,23.5714285714286,18,49710.7142857143
2018,Oklahoma,7,0,360,190,170,51.4285714285714,27.1428571428571,86723.5714285715
2018,West Virginia,4,1,234,111,123,46.8,22.2,58100.2
2000,Boston College,5,1,230,87,143,38.3333333333333,14.5,39327
2000,Clemson,6,1,268,102,166,38.2857142857143,14.5714285714286,78378.1428571429
2000,Florida State,5,0,241,42,199,48.2,8.4,81172.8
2000,Georgia Tech,5,1,214,86,128,35.6666666666667,14.3333333333333,42671.3333333333
2000,NC State,3,1,120,112,8,30,28,50988.75
2000,Oregon State,6,0,186,71,115,31,11.8333333333333,33649.3333333333
2000,USC,2,5,147,196,-49,21,28,57338.7142857143
2000,Virginia,2,2,96,81,15,24,20.25,57026.75
2001,Boston College,5,1,171,72,99,28.5,12,42480.8333333333
2001,Clemson,3,2,169,125,44,33.8,25,79208.4
2001,Florida State,4,2,212,162,50,35.3333333333333,27,81440.8333333333
2001,Georgia Tech,3,3,168,143,25,28,23.8333333333333,41685.1666666667
2001,NC State,3,2,142,89,53,28.4,17.8,48805
2001,Oregon State,4,1,158,85,73,31.6,17,37012
2001,USC,4,2,134,71,63,22.3333333333333,11.8333333333333,57744.1666666667
2001,Virginia,4,2,144,155,-11,24,25.8333333333333,55392.3333333333
2002,Boston College,5,1,209,105,104,34.8333333333333,17.5,39298.3333333333
2002,Clemson,5,2,163,150,13,23.2857142857143,21.4285714285714,77525
2002,Florida State,4,0,167,76,91,41.75,19,81771.5
2002,Georgia Tech,4,2,147,84,63,24.5,14,43156.3333333333
2002,NC State,5,1,182,91,91,30.3333333333333,15.1666666666667,49207.6666666667
2002,Oregon State,6,1,297,129,168,42.4285714285714,18.4285714285714,36436.2857142857
2002,USC,6,0,195,92,103,32.5,15.3333333333333,66852.5
2002,Virginia,6,1,232,151,81,33.1428571428572,21.5714285714286,56428.2857142857
2003,Boston College,2,4,163,178,-15,27.1666666666667,29.6666666666667,42603.6666666667
2003,Clemson,6,1,197,133,64,28.1428571428571,19,76078.7142857143
2003,Florida State,4,1,158,76,82,31.6,15.2,83008.2
2003,Georgia Tech,4,2,113,120,-7,18.8333333333333,20,52862
2003,NC State,5,1,231,143,88,38.5,23.8333333333333,53186.5
2003,Oregon State,6,1,251,128,123,35.8571428571429,18.2857142857143,36143.1428571429
2003,USC,6,0,282,137,145,47,22.8333333333333,77804
2003,Virginia,4,1,121,60,61,24.2,12,60320.4
2004,Boston College,4,1,115,74,41,23,14.8,43190.4
2004,Clemson,4,1,124,68,56,24.8,13.6,78863
2004,Florida State,4,1,155,72,83,31,14.4,82578.4
2004,Georgia Tech,3,3,115,115,0,19.1666666666667,19.1666666666667,46817
2004,NC State,1,4,111,108,3,22.2,21.6,56320
2004,Oregon State,3,2,132,124,8,26.4,24.8,36334.4
2004,USC,5,0,222,26,196,44.4,5.2,84273
2004,Virginia,5,1,205,75,130,34.1666666666667,12.5,61493.8333333333
2005,Boston College,5,1,192,92,100,32,15.3333333333333,39428.6666666667
2005,Clemson,4,1,162,78,84,32.4,15.6,78051.2
